token_index,folio,section,eva_token,prefix,root,suffix,latin_value,interpretation,exploratory_recognized,strict_parsed,failure_reason
13502,f77v,Biological,okaiin,,,,,,Yes,No,not_full_token_parse
13503,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13504,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13505,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13506,f77v,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
13507,f77v,Biological,dasy,,,,,,Yes,No,not_full_token_parse
13508,f77v,Biological,olchedy,,,,,,Yes,No,not_full_token_parse
13509,f77v,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13510,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13511,f77v,Biological,qokchedy,,,,,,Yes,No,not_full_token_parse
13512,f77v,Biological,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
13513,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13514,f77v,Biological,olol,,,,,,Yes,No,not_full_token_parse
13515,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13516,f77v,Biological,sheol,,sheol,,suber,코르크(suber),Yes,Yes,
13517,f77v,Biological,ekedy,,,,,,Yes,No,not_full_token_parse
13518,f77v,Biological,qokey,qo,k,ey,coquitur,[~의(quod/de)] + 달임(coquitur) + from/at,Yes,Yes,
13519,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13520,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13521,f77v,Biological,daly,,dal,y,medulla,수髓(medulla) + adjective,Yes,Yes,
13522,f77v,Biological,qoraiin,,,,,,Yes,No,not_full_token_parse
13523,f77v,Biological,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
13524,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13525,f77v,Biological,chal,,,,,,Yes,No,not_full_token_parse
13526,f77v,Biological,aiiin,,aiiin,,annulus,나이테강조(annulus),Yes,Yes,
13527,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13528,f77v,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13529,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13530,f77v,Biological,salchedy,,,,,,Yes,No,not_full_token_parse
13531,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13532,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13533,f77v,Biological,shed,,,,,,Yes,No,not_full_token_parse
13534,f77v,Biological,keoly,,,,,,Yes,No,not_full_token_parse
13535,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13536,f77v,Biological,salchedy,,,,,,Yes,No,not_full_token_parse
13537,f77v,Biological,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
13538,f77v,Biological,fchor,,,,,,Yes,No,not_full_token_parse
13539,f77v,Biological,qotas,,,,,,Yes,No,not_full_token_parse
13540,f77v,Biological,olky,,,,,,Yes,No,not_full_token_parse
13541,f77v,Biological,darory,,,,,,Yes,No,not_full_token_parse
13542,f77v,Biological,dalchey,,,,,,Yes,No,not_full_token_parse
13543,f77v,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13544,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13545,f77v,Biological,oqokain,,,,,,Yes,No,not_full_token_parse
13546,f77v,Biological,olkaiin,,,,,,Yes,No,not_full_token_parse
13547,f77v,Biological,chckhy,,,,,,Yes,No,not_full_token_parse
13548,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13549,f77v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13550,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13551,f77v,Biological,chees,,,,,,Yes,No,not_full_token_parse
13552,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13553,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13554,f77v,Biological,doraiin,,,,,,Yes,No,not_full_token_parse
13555,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13556,f77v,Biological,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
13557,f77v,Biological,ches,,ch,es,cortex,수피(cortex) + is (emphatic),Yes,Yes,
13558,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13559,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13560,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13561,f77v,Biological,sheekey,,,,,,Yes,No,not_full_token_parse
13562,f77v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13563,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13564,f77v,Biological,dail,,,,,,Yes,No,not_full_token_parse
13565,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13566,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13567,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13568,f77v,Biological,lchor,l,chor,,cortex,[관사(il-)] + 수피(cortex),Yes,Yes,
13569,f77v,Biological,oiiin,,o,iiin,aut,또는(aut) + ring-type (emphatic),Yes,Yes,
13570,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13571,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13572,f77v,Biological,saiin,,,,,,Yes,No,not_full_token_parse
13573,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13574,f77v,Biological,sheedy,,sh,eedy,suber,코르크(suber) + through (emphatic),Yes,Yes,
13575,f77v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13576,f77v,Biological,al,,al,,alburnum,변재(alburnum),Yes,Yes,
13577,f77v,Biological,dairol,,,,,,Yes,No,not_full_token_parse
13578,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13579,f77v,Biological,rchy,r,ch,y,cortex,[역(re-)] + 수피(cortex) + adjective,Yes,Yes,
13580,f77v,Biological,sheor,,sh,eor,suber,코르크(suber) + +aureus,Yes,Yes,
13581,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13582,f77v,Biological,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
13583,f77v,Biological,chckhy,,,,,,Yes,No,not_full_token_parse
13584,f77v,Biological,qokchy,,,,,,Yes,No,not_full_token_parse
13585,f77v,Biological,ldol,l,dol,,medulla,[관사(il-)] + 수髓(medulla),Yes,Yes,
13586,f77v,Biological,tshedy,,,,,,Yes,No,not_full_token_parse
13587,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13588,f77v,Biological,chedal,,,,,,Yes,No,not_full_token_parse
13589,f77v,Biological,fchedy,,,,,,Yes,No,not_full_token_parse
13590,f77v,Biological,cheky,,,,,,Yes,No,not_full_token_parse
13591,f77v,Biological,sain,,sain,,succus,수액(succus),Yes,Yes,
13592,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13593,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13594,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13595,f77v,Biological,ychedy,y,ch,edy,cortex,[지시(그-)] + 수피(cortex) + through (per),Yes,Yes,
13596,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13597,f77v,Biological,qoked,,,,,,Yes,No,not_full_token_parse
13598,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13599,f77v,Biological,sheor,,sh,eor,suber,코르크(suber) + +aureus,Yes,Yes,
13600,f77v,Biological,olchdy,,,,,,Yes,No,not_full_token_parse
13601,f77v,Biological,tchdchy,,,,,,Yes,No,not_full_token_parse
13602,f77v,Biological,lshedy,l,sh,edy,suber,[관사(il-)] + 코르크(suber) + through (per),Yes,Yes,
13603,f77v,Biological,daly,,dal,y,medulla,수髓(medulla) + adjective,Yes,Yes,
13604,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13605,f77v,Biological,dsheedy,,,,,,Yes,No,not_full_token_parse
13606,f77v,Biological,pcheol,p,ch,eol,cortex,[위해(pro)] + 수피(cortex) + +lignum,Yes,Yes,
13607,f77v,Biological,lfol,,,,,,Yes,No,not_full_token_parse
13608,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13609,f77v,Biological,cheedy,,ch,eedy,cortex,수피(cortex) + through (emphatic),Yes,Yes,
13610,f77v,Biological,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
13611,f77v,Biological,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
13612,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13613,f77v,Biological,sheey,,sheey,,humidus,수생/습(humidus),Yes,Yes,
13614,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13615,f77v,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13616,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13617,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13618,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13619,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13620,f77v,Biological,qoa,,,,,,Yes,No,not_full_token_parse
13621,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13622,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13623,f77v,Biological,shcthy,,,,,,Yes,No,not_full_token_parse
13624,f77v,Biological,qotedy,qo,t,edy,tunica,[~의(quod/de)] + 막/층(tunica) + through (per),Yes,Yes,
13625,f77v,Biological,rchr,,,,,,Yes,No,not_full_token_parse
13626,f77v,Biological,oltedy,,,,,,Yes,No,not_full_token_parse
13627,f77v,Biological,lchy,l,ch,y,cortex,[관사(il-)] + 수피(cortex) + adjective,Yes,Yes,
13628,f77v,Biological,ycheey,y,ch,eey,cortex,[지시(그-)] + 수피(cortex) + of (emphatic),Yes,Yes,
13629,f77v,Biological,qolshedy,,,,,,Yes,No,not_full_token_parse
13630,f77v,Biological,qokalchedy,,,,,,Yes,No,not_full_token_parse
13631,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13632,f77v,Biological,checkhy,,ch,eckhy,cortex,수피(cortex) + harmful (emphatic),Yes,Yes,
13633,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13634,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13635,f77v,Biological,cheky,,,,,,Yes,No,not_full_token_parse
13636,f77v,Biological,rar,r,ar,,radius,[역(re-)] + 수선(radius),Yes,Yes,
13637,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13638,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13639,f77v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13640,f77v,Biological,y,,,,,,No,No,not_full_token_parse
13641,f77v,Biological,qotal,,,,,,Yes,No,not_full_token_parse
13642,f77v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13643,f77v,Biological,rain,r,ain,,annulus,[역(re-)] + 나이테(annulus),Yes,Yes,
13644,f77v,Biological,solkchedy,,,,,,Yes,No,not_full_token_parse
13645,f77v,Biological,shar,,,,,,Yes,No,not_full_token_parse
13646,f77v,Biological,ytal,,,,,,Yes,No,not_full_token_parse
13647,f77v,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13648,f77v,Biological,dychedy,,,,,,Yes,No,not_full_token_parse
13649,f77v,Biological,lkchey,,,,,,Yes,No,not_full_token_parse
13650,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13651,f77v,Biological,rched,,,,,,Yes,No,not_full_token_parse
13652,f77v,Biological,tcho,,,,,,Yes,No,not_full_token_parse
13653,f77v,Biological,sheey,,sheey,,humidus,수생/습(humidus),Yes,Yes,
13654,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13655,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13656,f77v,Biological,sheol,,sheol,,suber,코르크(suber),Yes,Yes,
13657,f77v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13658,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13659,f77v,Biological,dary,,dar,y,duramen,심재(duramen) + adjective,Yes,Yes,
13660,f77v,Biological,qotchy,,,,,,Yes,No,not_full_token_parse
13661,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13662,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13663,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13664,f77v,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13665,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13666,f77v,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13667,f77v,Biological,raiin,r,aiin,,annulus,[역(re-)] + 나이테(annulus),Yes,Yes,
13668,f77v,Biological,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
13669,f77v,Biological,schedy,,,,,,Yes,No,not_full_token_parse
13670,f77v,Biological,qotar,,,,,,Yes,No,not_full_token_parse
13671,f77v,Biological,sarolsheedy,,,,,,Yes,No,not_full_token_parse
13672,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13673,f77v,Biological,cheey,,ch,eey,cortex,수피(cortex) + of (emphatic),Yes,Yes,
13674,f77v,Biological,roiin,r,o,iin,aut,[역(re-)] + 또는(aut) + ring-type,Yes,Yes,
13675,f77v,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13676,f77v,Biological,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
13677,f77v,Biological,toldal,,,,,,Yes,No,not_full_token_parse
13678,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13679,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13680,f77v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13681,f77v,Biological,dolcheedy,,,,,,Yes,No,not_full_token_parse
13682,f77v,Biological,olchedy,,,,,,Yes,No,not_full_token_parse
13683,f77v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13684,f77v,Biological,dcheol,,,,,,Yes,No,not_full_token_parse
13685,f77v,Biological,kchedy,,,,,,Yes,No,not_full_token_parse
13686,f77v,Biological,soey,,,,,,Yes,No,not_full_token_parse
13687,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13688,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13689,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13690,f77v,Biological,sholdy,,shol,dy,suber,코르크(suber) + of (de),Yes,Yes,
13691,f77v,Biological,qotal,,,,,,Yes,No,not_full_token_parse
13692,f77v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13693,f77v,Biological,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
13694,f77v,Biological,rol,r,ol,,lignum,[역(re-)] + 목질(lignum),Yes,Yes,
13695,f77v,Biological,chdor,,,,,,Yes,No,not_full_token_parse
13696,f77v,Biological,cheey,,ch,eey,cortex,수피(cortex) + of (emphatic),Yes,Yes,
13697,f77v,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13698,f77v,Biological,saiin,,,,,,Yes,No,not_full_token_parse
13699,f77v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13700,f77v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13701,f77v,Biological,qokam,qo,k,am,coquitur,[~의(quod/de)] + 달임(coquitur) + [process],Yes,Yes,
13702,f77v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13703,f77v,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13704,f77v,Biological,lkaiin,,,,,,Yes,No,not_full_token_parse
13705,f77v,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13706,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13707,f77v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13708,f77v,Biological,chdain,,,,,,Yes,No,not_full_token_parse
13709,f77v,Biological,ldchey,,,,,,Yes,No,not_full_token_parse
13710,f77v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13711,f77v,Biological,raiin,r,aiin,,annulus,[역(re-)] + 나이테(annulus),Yes,Yes,
13712,f77v,Biological,oldy,,ol,dy,lignum,목질(lignum) + of (de),Yes,Yes,
13713,f77v,Biological,tcheey,,,,,,Yes,No,not_full_token_parse
13714,f77v,Biological,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
13715,f77v,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13716,f77v,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13717,f77v,Biological,cheolkaiin,,,,,,Yes,No,not_full_token_parse
13718,f77v,Biological,okol,,okol,,exterior,외층(exterior),Yes,Yes,
13719,f77v,Biological,saroral,,,,,,Yes,No,not_full_token_parse
13720,f77v,Biological,okalo,,,,,,Yes,No,not_full_token_parse
13721,f77v,Biological,oeoedu,,,,,,Yes,No,not_full_token_parse
13722,f78r,Biological,tshedor,,,,,,Yes,No,not_full_token_parse
13723,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13724,f78r,Biological,qopchedy,,,,,,Yes,No,not_full_token_parse
13725,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13726,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13727,f78r,Biological,qokol,,,,,,Yes,No,not_full_token_parse
13728,f78r,Biological,oky,,ok,y,exterior,외층(exterior) + adjective,Yes,Yes,
13729,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13730,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13731,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13732,f78r,Biological,tchedy,,,,,,Yes,No,not_full_token_parse
13733,f78r,Biological,otar,,,,,,Yes,No,not_full_token_parse
13734,f78r,Biological,olkedy,,,,,,Yes,No,not_full_token_parse
13735,f78r,Biological,dam,,dam,,[verb],[처리]([verb]),Yes,Yes,
13736,f78r,Biological,qckhedy,,,,,,Yes,No,not_full_token_parse
13737,f78r,Biological,cheky,,,,,,Yes,No,not_full_token_parse
13738,f78r,Biological,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
13739,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13740,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13741,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13742,f78r,Biological,olkedy,,,,,,Yes,No,not_full_token_parse
13743,f78r,Biological,yteedy,y,t,eedy,tunica,[지시(그-)] + 막/층(tunica) + through (emphatic),Yes,Yes,
13744,f78r,Biological,qotal,,,,,,Yes,No,not_full_token_parse
13745,f78r,Biological,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
13746,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13747,f78r,Biological,qokedar,,,,,,Yes,No,not_full_token_parse
13748,f78r,Biological,chcthey,,,,,,Yes,No,not_full_token_parse
13749,f78r,Biological,otor,,,,,,Yes,No,not_full_token_parse
13750,f78r,Biological,dor,,dor,,odor,향기(odor),Yes,Yes,
13751,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13752,f78r,Biological,qokal,,,,,,Yes,No,not_full_token_parse
13753,f78r,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
13754,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13755,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13756,f78r,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13757,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13758,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13759,f78r,Biological,s,,s,,est,이다(est),Yes,Yes,
13760,f78r,Biological,am,,am,,[verb],[처리]([verb]),Yes,Yes,
13761,f78r,Biological,dshedy,,,,,,Yes,No,not_full_token_parse
13762,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13763,f78r,Biological,okar,,,,,,Yes,No,not_full_token_parse
13764,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13765,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13766,f78r,Biological,ykedy,y,k,edy,coquitur,[지시(그-)] + 달임(coquitur) + through (per),Yes,Yes,
13767,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13768,f78r,Biological,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
13769,f78r,Biological,schedy,,,,,,Yes,No,not_full_token_parse
13770,f78r,Biological,keedy,,k,eedy,coquitur,달임(coquitur) + through (emphatic),Yes,Yes,
13771,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13772,f78r,Biological,chckhd,,,,,,Yes,No,not_full_token_parse
13773,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13774,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13775,f78r,Biological,qotedy,qo,t,edy,tunica,[~의(quod/de)] + 막/층(tunica) + through (per),Yes,Yes,
13776,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13777,f78r,Biological,dshedy,,,,,,Yes,No,not_full_token_parse
13778,f78r,Biological,deedy,,d,eedy,de,~의(de) + through (emphatic),Yes,Yes,
13779,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13780,f78r,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
13781,f78r,Biological,otal,,,,,,Yes,No,not_full_token_parse
13782,f78r,Biological,tedy,,t,edy,tunica,막/층(tunica) + through (per),Yes,Yes,
13783,f78r,Biological,otey,,ot,ey,exterior,표면(exterior) + from/at,Yes,Yes,
13784,f78r,Biological,oliin,,ol,iin,lignum,목질(lignum) + ring-type,Yes,Yes,
13785,f78r,Biological,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
13786,f78r,Biological,okeedy,,ok,eedy,exterior,외층(exterior) + through (emphatic),Yes,Yes,
13787,f78r,Biological,sheety,,,,,,Yes,No,not_full_token_parse
13788,f78r,Biological,qoteedy,qo,t,eedy,tunica,[~의(quod/de)] + 막/층(tunica) + through (emphatic),Yes,Yes,
13789,f78r,Biological,otey,,ot,ey,exterior,표면(exterior) + from/at,Yes,Yes,
13790,f78r,Biological,shckhedy,,,,,,Yes,No,not_full_token_parse
13791,f78r,Biological,sokol,,,,,,Yes,No,not_full_token_parse
13792,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13793,f78r,Biological,dor,,dor,,odor,향기(odor),Yes,Yes,
13794,f78r,Biological,shekedy,,,,,,Yes,No,not_full_token_parse
13795,f78r,Biological,qokol,,,,,,Yes,No,not_full_token_parse
13796,f78r,Biological,kechdy,,,,,,Yes,No,not_full_token_parse
13797,f78r,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
13798,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13799,f78r,Biological,tedy,,t,edy,tunica,막/층(tunica) + through (per),Yes,Yes,
13800,f78r,Biological,chckhedy,,,,,,Yes,No,not_full_token_parse
13801,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13802,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13803,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13804,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13805,f78r,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
13806,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13807,f78r,Biological,tol,,tol,,totus,전체(totus),Yes,Yes,
13808,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13809,f78r,Biological,qotdy,qo,t,dy,tunica,[~의(quod/de)] + 막/층(tunica) + of (de),Yes,Yes,
13810,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13811,f78r,Biological,sor,,sor,,succus-,수액감소(succus-),Yes,Yes,
13812,f78r,Biological,checkhy,,ch,eckhy,cortex,수피(cortex) + harmful (emphatic),Yes,Yes,
13813,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13814,f78r,Biological,chckhdy,,,,,,Yes,No,not_full_token_parse
13815,f78r,Biological,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
13816,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13817,f78r,Biological,qokededy,,,,,,Yes,No,not_full_token_parse
13818,f78r,Biological,qokan,,,,,,Yes,No,not_full_token_parse
13819,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13820,f78r,Biological,dchckhedy,,,,,,Yes,No,not_full_token_parse
13821,f78r,Biological,qokchdy,,,,,,Yes,No,not_full_token_parse
